device_id,brand,model,original_price,release_year,purchase_year,age_months,num_defects,defect_ids,defect_names,has_screen_damage,has_water_damage,has_battery_issue,has_physical_damage,has_critical_defect,total_severity_score,avg_severity_score,total_repair_cost,condition_score,condition_grade,base_price_after_depreciation,resale_price
DEV_01569,OnePlus,OnePlus 10 Pro,66999,2022,2024,12,3,"WTR001,KEY001,BAT001","Water Damage,Keyboard Malfunction,Battery Drain",0,1,1,0,1,22,7.33,13000,3.04,D,56949,11900
DEV_01570,Dell,XPS 13,99990,2022,2024,3,1,CHG001,Charging Port Issue,0,0,0,0,0,5,5.0,1500,5.0,C,96240,72200
DEV_01571,Samsung,Galaxy Note 20,79999,2020,2022,31,1,DSP001,Display Flickering,1,0,0,0,0,6,6.0,3500,3.64,D,55332,35500
DEV_01572,Samsung,Galaxy S23 Ultra,124999,2023,2024,6,2,"CHG001,BTN001","Charging Port Issue,Button Damage",0,0,0,1,0,8,4.0,2500,5.6,C,115624,80900
DEV_01573,OnePlus,OnePlus 10 Pro,66999,2022,2024,11,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.87,A,57786,55700
DEV_01574,Lenovo,ThinkPad X1,124990,2022,2023,17,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.81,A,101033,96200
DEV_01575,HP,Pavilion 15,58990,2022,2024,9,2,"SCR002,DSP001","Screen Scratch,Display Flickering",1,0,0,0,0,9,4.5,3500,5.36,C,52353,32900
DEV_01576,Dell,Latitude 5420,75990,2021,2023,18,1,BTN001,Button Damage,0,0,0,1,0,3,3.0,1000,6.56,C,60792,48800
DEV_01577,OnePlus,OnePlus Nord 3,33999,2023,2024,10,2,"DSP001,SCR002","Display Flickering,Screen Scratch",1,0,0,0,0,9,4.5,3500,5.22,C,29749,18800
DEV_01578,Samsung,Galaxy S23 Ultra,124999,2023,2023,20,2,"KEY001,PHY001","Keyboard Malfunction,Physical Dent",0,0,0,1,0,10,5.0,4500,5.12,C,97915,61600
DEV_01579,Apple,MacBook Pro 14,194900,2021,2023,16,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.87,A,159168,151400
DEV_01580,Samsung,Galaxy A54,38999,2023,2024,12,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.63,A,33149,34300
DEV_01581,OnePlus,OnePlus 10 Pro,66999,2022,2024,1,1,BAT001,Battery Drain,0,0,1,0,0,6,6.0,2500,4.38,D,66161,45500
DEV_01582,Apple,iPhone 11,54900,2019,2021,49,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.04,A,29737,27600
DEV_01583,Dell,XPS 13,99990,2022,2021,39,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.32,A,62493,62400
DEV_01584,Samsung,Galaxy Book2 360,109990,2022,2023,14,1,BAT002,Battery Swelling,0,0,1,0,1,10,10.0,3000,0.0,F,91658,32300
DEV_01585,Dell,XPS 13,99990,2022,2024,9,2,"SCR002,CAM001","Screen Scratch,Camera Defect",1,0,0,0,0,8,4.0,3000,6.2,C,88741,61400
DEV_01586,Apple,iPhone 13,79900,2021,2022,25,2,"KEY001,HNG001","Keyboard Malfunction,Broken Hinge",0,0,0,1,0,13,6.5,6000,3.61,D,59259,30900
DEV_01587,Samsung,Galaxy Note 20,79999,2020,2023,23,1,CAM001,Camera Defect,0,0,0,0,0,5,5.0,3000,5.19,C,60665,45800
DEV_01588,Samsung,Galaxy Note 20,79999,2020,2022,26,1,AUD001,Audio Issues,0,0,0,0,0,4,4.0,1500,6.42,C,58665,45800
DEV_01589,Samsung,Galaxy Note 20,79999,2020,2024,12,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.73,A,67999,68700
DEV_01590,Dell,XPS 13,99990,2022,2024,5,1,CAM001,Camera Defect,0,0,0,0,0,5,5.0,3000,4.57,D,93740,66800
DEV_01591,Apple,iPhone 11,54900,2019,2023,22,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.78,A,42090,42400
DEV_01592,Samsung,Galaxy A54,38999,2023,2021,45,1,CAM001,Camera Defect,0,0,0,0,0,5,5.0,3000,4.99,D,22424,16700
DEV_01593,HP,Envy 13,84990,2021,2022,25,1,DSP001,Display Flickering,1,0,0,0,0,6,6.0,3500,4.0,D,63034,43100
DEV_01594,Apple,iPhone 14 Pro,129900,2022,2022,32,2,"PHY002,CAM001","Back Panel Damage,Camera Defect",0,0,0,1,0,10,5.0,5500,5.47,C,88765,56400
DEV_01595,Apple,iPhone SE,42500,2020,2023,13,2,"BTN001,BAT001","Button Damage,Battery Drain",0,0,1,1,0,9,4.5,3500,5.44,C,35770,24300
DEV_01596,OnePlus,OnePlus 11,56999,2023,2023,18,1,PHY001,Physical Dent,0,0,0,1,0,4,4.0,2000,5.78,C,45599,34800
DEV_01597,Apple,iPhone 12,65900,2020,2021,40,1,PHY001,Physical Dent,0,0,0,1,0,4,4.0,2000,6.47,C,40638,33400
DEV_01598,Samsung,Galaxy Book Pro,89990,2021,2023,16,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.06,A,73491,69700
DEV_01599,Samsung,Galaxy Z Fold 4,159999,2022,2021,37,2,"SCR002,PHY001","Screen Scratch,Physical Dent",1,0,0,1,0,7,3.5,2000,6.13,C,102666,70000
DEV_01600,Apple,MacBook Air M2,119900,2022,2024,9,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.04,A,106411,107100
DEV_01601,Apple,iPhone SE,42500,2020,2021,47,2,"SCR001,OVR001","Cracked Screen,Overheating",1,0,0,0,1,17,8.5,6000,1.05,F,23729,8600
DEV_01602,Samsung,Galaxy Book2 360,109990,2022,2022,27,3,"CAM001,CHG001,PHY001","Camera Defect,Charging Port Issue,Physical Dent",0,0,0,1,0,14,4.67,6500,5.62,C,79742,46000
DEV_01603,HP,Pavilion 15,58990,2022,2021,45,2,"BAT001,HNG001","Battery Drain,Broken Hinge",0,0,1,1,0,13,6.5,6000,3.82,D,33919,18000
DEV_01604,Dell,Latitude 5420,75990,2021,2023,21,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.4,A,58892,59200
DEV_01605,Dell,XPS 13,99990,2022,2021,49,1,PHY002,Back Panel Damage,0,0,0,1,0,5,5.0,2500,5.05,C,54161,40100
DEV_01606,Dell,Inspiron 15,54990,2021,2021,37,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.92,A,35285,34100
DEV_01607,Dell,Latitude 5420,75990,2021,2021,49,2,"KEY001,WTR001","Keyboard Malfunction,Water Damage",0,1,0,0,1,16,8.0,10500,1.7,F,41161,9900
DEV_01608,Apple,iPhone 11,54900,2019,2021,45,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.54,A,31567,32300
DEV_01609,Samsung,Galaxy S23 Ultra,124999,2023,2021,47,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.21,A,69791,68900
DEV_01610,Samsung,Galaxy A54,38999,2023,2023,13,1,DSP001,Display Flickering,1,0,0,0,0,6,6.0,3500,4.33,D,32824,22800
DEV_01611,Lenovo,ThinkPad X1,124990,2022,2022,27,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.14,A,90617,86200
DEV_01612,Apple,iPhone SE,42500,2020,2021,45,1,PHY001,Physical Dent,0,0,0,1,0,4,4.0,2000,6.35,C,24437,18200
DEV_01613,Apple,iPhone 11,54900,2019,2022,32,1,AUD001,Audio Issues,0,0,0,0,0,4,4.0,1500,6.03,C,37515,28700
DEV_01614,Apple,iPhone SE,42500,2020,2022,27,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.58,A,30812,29900
DEV_01615,Apple,iPhone 14 Pro,129900,2022,2024,1,2,"BAT002,DSP001","Battery Swelling,Display Flickering",1,0,1,0,1,16,8.0,6500,2.28,F,128276,37900
DEV_01616,Lenovo,IdeaPad Slim 3,42990,2021,2024,6,2,"HNG001,BTN001","Broken Hinge,Button Damage",0,0,0,1,0,10,5.0,4500,4.56,D,39765,23100
DEV_01617,Lenovo,ThinkPad X1,124990,2022,2021,46,2,"DSP001,PHY002","Display Flickering,Back Panel Damage",1,0,0,1,0,11,5.5,6000,4.02,D,70827,39900
DEV_01618,HP,Envy 13,84990,2021,2023,16,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.35,A,69408,67000
DEV_01619,OnePlus,OnePlus Nord 3,33999,2023,2022,32,2,"SCR001,WTR001","Cracked Screen,Water Damage",1,1,0,0,1,19,9.5,12000,0.6,F,23232,4200
DEV_01620,Samsung,Galaxy Z Fold 4,159999,2022,2023,19,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.39,A,126665,120900
DEV_01621,Samsung,Galaxy Note 20,79999,2020,2023,16,1,BAT002,Battery Swelling,0,0,1,0,1,10,10.0,3000,0.43,F,65332,23200
DEV_01622,Samsung,Galaxy Book2 360,109990,2022,2021,41,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.86,A,66910,66200
DEV_01623,Samsung,Galaxy Book Pro,89990,2021,2021,37,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.43,A,57743,58000
DEV_01624,Apple,iPhone 14 Pro,129900,2022,2024,6,1,WTR001,Water Damage,0,1,0,0,1,10,10.0,8000,0.27,F,120157,32400
DEV_01625,Samsung,Galaxy A54,38999,2023,2024,4,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.18,A,37049,34500
DEV_01626,Dell,Latitude 5420,75990,2021,2024,2,1,BTN001,Button Damage,0,0,0,1,0,3,3.0,1000,7.5,B,74090,63300
DEV_01627,Lenovo,ThinkPad X1,124990,2022,2024,11,2,"BAT001,BTN001","Battery Drain,Button Damage",0,0,1,1,0,9,4.5,3500,5.08,C,107803,66800
DEV_01628,Samsung,Galaxy A54,38999,2023,2022,32,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.52,A,26649,25000
DEV_01629,Apple,iPhone 13,79900,2021,2024,1,1,AUD001,Audio Issues,0,0,0,0,0,4,4.0,1500,5.9,C,78901,59500
DEV_01630,OnePlus,OnePlus 10 Pro,66999,2022,2024,2,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.44,A,65324,67100
DEV_01631,Lenovo,ThinkPad X1,124990,2022,2022,28,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.39,A,89576,86000
DEV_01632,Apple,iPhone 13,79900,2021,2023,23,1,DSP001,Display Flickering,1,0,0,0,0,6,6.0,3500,4.4,D,60590,42000
DEV_01633,Apple,iPhone SE,42500,2020,2021,43,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.52,A,25145,25000
DEV_01634,Apple,iPhone SE,42500,2020,2024,7,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.22,A,38781,39200
DEV_01635,HP,Envy 13,84990,2021,2022,27,4,"PHY002,SCR001,CHG001,CAM001","Back Panel Damage,Cracked Screen,Charging Port Issue,Camera Defect",1,0,0,1,1,24,6.0,11000,3.78,D,61617,19200
DEV_01636,Apple,iPhone 14 Pro,129900,2022,2022,31,1,CHG001,Charging Port Issue,0,0,0,0,0,5,5.0,1500,4.54,D,89847,64300
DEV_01637,Dell,Latitude 5420,75990,2021,2022,26,1,SCR001,Cracked Screen,1,0,0,0,1,9,9.0,4000,0.8,F,55726,26800
DEV_01638,HP,Pavilion 15,58990,2022,2023,24,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.83,A,44242,45500
DEV_01639,OnePlus,OnePlus 11,56999,2023,2021,45,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.06,A,32774,32400
DEV_01640,Apple,MacBook Pro 14,194900,2021,2021,45,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.19,A,112067,109900
DEV_01641,OnePlus,OnePlus 11,56999,2023,2023,23,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.04,A,43224,42700
DEV_01642,Dell,XPS 13,99990,2022,2024,1,2,"PHY002,KEY001","Back Panel Damage,Keyboard Malfunction",0,0,0,1,0,11,5.5,5000,4.96,D,98740,60500
DEV_01643,Samsung,Galaxy Book Pro,89990,2021,2022,31,2,"KEY001,DSP001","Keyboard Malfunction,Display Flickering",1,0,0,0,0,12,6.0,6000,3.93,D,62243,32800
DEV_01644,Samsung,Galaxy Z Fold 4,159999,2022,2024,2,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.78,A,155999,148800
DEV_01645,OnePlus,OnePlus 10 Pro,66999,2022,2021,39,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.83,A,41874,41300
DEV_01646,Samsung,Galaxy S22,72999,2022,2022,26,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.31,A,53532,52000
DEV_01647,Apple,iPhone 12,65900,2020,2022,25,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.19,A,48875,49600
DEV_01648,OnePlus,OnePlus 11,56999,2023,2022,32,3,"BAT001,CAM001,PHY001","Battery Drain,Camera Defect,Physical Dent",0,0,1,1,0,15,5.0,7500,4.54,D,38949,19500
DEV_01649,Apple,MacBook Pro 14,194900,2021,2024,4,3,"HNG001,SCR001,WTR001","Broken Hinge,Cracked Screen,Water Damage",1,1,0,1,1,26,8.67,15500,1.72,F,185155,29300
DEV_01650,Lenovo,ThinkPad X1,124990,2022,2022,26,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.78,A,91659,91100
DEV_01651,Apple,iPhone 11,54900,2019,2021,49,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.59,A,29737,30500
DEV_01652,Apple,iPhone 11,54900,2019,2022,32,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.46,A,37515,36900
DEV_01653,Apple,iPhone 12,65900,2020,2024,2,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.16,A,64252,61600
DEV_01654,Samsung,Galaxy Book Pro,89990,2021,2024,7,4,"CHG001,BTN001,PHY001,KEY001","Charging Port Issue,Button Damage,Physical Dent,Keyboard Malfunction",0,0,0,1,0,18,4.5,7000,5.16,C,82115,39600
DEV_01655,OnePlus,OnePlus 10 Pro,66999,2022,2024,7,1,PHY002,Back Panel Damage,0,0,0,1,0,5,5.0,2500,4.54,D,61136,43100
DEV_01656,Dell,Inspiron 15,54990,2021,2023,13,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.67,A,46283,44600
DEV_01657,OnePlus,OnePlus 10 Pro,66999,2022,2022,32,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.72,A,45782,45000
DEV_01658,Samsung,Galaxy A54,38999,2023,2021,45,1,AUD001,Audio Issues,0,0,0,0,0,4,4.0,1500,5.69,C,22424,17100
DEV_01659,Samsung,Galaxy Z Fold 4,159999,2022,2022,29,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.24,A,113332,109300
DEV_01660,Apple,MacBook Air M2,119900,2022,2021,41,1,BAT002,Battery Swelling,0,0,1,0,1,10,10.0,3000,0.08,F,72939,25200
DEV_01661,Apple,iPhone 12,65900,2020,2022,27,2,"PHY001,DSP001","Physical Dent,Display Flickering",1,0,0,1,0,10,5.0,5500,5.15,C,47777,27400
DEV_01662,Samsung,Galaxy S23 Ultra,124999,2023,2022,30,1,SCR002,Screen Scratch,1,0,0,0,0,3,3.0,0,7.15,B,87499,71200
DEV_01663,HP,Pavilion 15,58990,2022,2022,31,1,WTR001,Water Damage,0,1,0,0,1,10,10.0,8000,0.0,F,40801,11500
DEV_01664,Samsung,Galaxy S22,72999,2022,2024,12,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.35,A,62049,59400
DEV_01665,Samsung,Galaxy A54,38999,2023,2021,37,1,PHY001,Physical Dent,0,0,0,1,0,4,4.0,2000,6.2,C,25024,19300
DEV_01666,OnePlus,OnePlus Nord 3,33999,2023,2021,39,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.44,A,21249,21600
DEV_01667,HP,Envy 13,84990,2021,2021,47,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.66,A,47452,46200
DEV_01668,Samsung,Galaxy S22,72999,2022,2021,41,1,BAT002,Battery Swelling,0,0,1,0,1,10,10.0,3000,0.0,F,44407,15300
DEV_01669,OnePlus,OnePlus Nord 3,33999,2023,2023,18,1,KEY001,Keyboard Malfunction,0,0,0,0,0,6,6.0,2500,3.99,D,27199,17500
DEV_01670,Dell,Latitude 5420,75990,2021,2021,40,2,"KEY001,CHG001","Keyboard Malfunction,Charging Port Issue",0,0,0,0,0,11,5.5,4000,4.07,D,46860,27100
DEV_01671,Apple,MacBook Pro 14,194900,2021,2022,33,1,WTR001,Water Damage,0,1,0,0,1,10,10.0,8000,0.48,F,131557,37800
DEV_01672,Apple,iPhone 14 Pro,129900,2022,2024,5,1,CAM001,Camera Defect,0,0,0,0,0,5,5.0,3000,5.25,C,121781,86100
DEV_01673,Apple,iPhone 13,79900,2021,2022,28,1,WTR001,Water Damage,0,1,0,0,1,10,10.0,8000,0.0,F,57261,15600
DEV_01674,Samsung,Galaxy S22,72999,2022,2022,31,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.22,A,50490,50200
DEV_01675,Apple,iPhone SE,42500,2020,2024,8,2,"BTN001,WTR001","Button Damage,Water Damage",0,1,0,1,1,13,6.5,9000,3.99,D,38250,11200
DEV_01676,Samsung,Galaxy S23 Ultra,124999,2023,2024,10,2,"BTN001,BAT001","Button Damage,Battery Drain",0,0,1,1,0,9,4.5,3500,5.15,C,109374,71200
DEV_01677,Samsung,Galaxy Z Fold 4,159999,2022,2022,28,2,"SCR002,HNG001","Screen Scratch,Broken Hinge",1,0,0,1,0,10,5.0,3500,4.84,D,114665,67900
DEV_01678,Samsung,Galaxy A54,38999,2023,2024,7,1,PHY002,Back Panel Damage,0,0,0,1,0,5,5.0,2500,4.6,D,35586,25600
DEV_01679,OnePlus,OnePlus 10 Pro,66999,2022,2023,14,1,BTN001,Button Damage,0,0,0,1,0,3,3.0,1000,7.43,B,55832,47000
DEV_01680,Samsung,Galaxy Book Pro,89990,2021,2024,12,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.73,A,76491,75900
DEV_01681,Apple,iPhone 12,65900,2020,2021,46,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.11,A,37343,37500
DEV_01682,Samsung,Galaxy S22,72999,2022,2024,6,1,SCR001,Cracked Screen,1,0,0,0,1,9,9.0,4000,1.21,F,67524,33300
DEV_01683,Samsung,Galaxy Book2 360,109990,2022,2024,9,1,HNG001,Broken Hinge,0,0,0,1,0,7,7.0,3500,3.24,D,97616,60100
DEV_01684,OnePlus,OnePlus 11,56999,2023,2024,2,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.33,A,55574,54500
DEV_01685,Apple,iPhone 12,65900,2020,2023,19,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.99,A,52170,50700
DEV_01686,Samsung,Galaxy Z Fold 4,159999,2022,2023,22,1,HNG001,Broken Hinge,0,0,0,1,0,7,7.0,3500,2.64,F,122665,72000
DEV_01687,Apple,MacBook Air M2,119900,2022,2021,46,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.65,A,67943,68900
DEV_01688,Samsung,Galaxy S23 Ultra,124999,2023,2023,23,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.48,A,94790,92800
DEV_01689,Dell,Latitude 5420,75990,2021,2022,31,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.04,A,52559,51200
DEV_01690,Apple,iPhone 12,65900,2020,2021,49,3,"OVR001,SCR001,PHY002","Overheating,Cracked Screen,Back Panel Damage",1,0,0,1,1,22,7.33,8500,2.59,F,35695,11800
DEV_01691,HP,EliteBook 840,95990,2022,2023,15,1,SCR001,Cracked Screen,1,0,0,0,1,9,9.0,4000,1.41,F,79191,39900
DEV_01692,Samsung,Galaxy S22,72999,2022,2022,33,1,SCR001,Cracked Screen,1,0,0,0,1,9,9.0,4000,0.55,F,49274,22000
DEV_01693,Samsung,Galaxy Note 20,79999,2020,2024,6,1,SCR001,Cracked Screen,1,0,0,0,1,9,9.0,4000,0.67,F,73999,34400
DEV_01694,Apple,iPhone SE,42500,2020,2024,3,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.14,A,40906,38300
DEV_01695,Samsung,Galaxy A54,38999,2023,2022,27,1,DSP001,Display Flickering,1,0,0,0,0,6,6.0,3500,3.65,D,28274,18300
DEV_01696,OnePlus,OnePlus 11,56999,2023,2022,25,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.96,A,42274,41400
DEV_01697,Apple,MacBook Pro 14,194900,2021,2022,30,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.32,A,136430,131000
DEV_01698,Dell,XPS 13,99990,2022,2024,12,1,PHY001,Physical Dent,0,0,0,1,0,4,4.0,2000,5.63,C,84991,65200
DEV_01699,HP,Pavilion 15,58990,2022,2021,43,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.51,A,34902,34500
DEV_01700,Apple,iPhone 12,65900,2020,2024,7,1,HNG001,Broken Hinge,0,0,0,1,0,7,7.0,3500,2.83,F,60133,38200
DEV_01701,Apple,iPhone SE,42500,2020,2023,22,1,AUD001,Audio Issues,0,0,0,0,0,4,4.0,1500,5.76,C,32583,25800
DEV_01702,Apple,MacBook Pro 14,194900,2021,2022,27,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.9,A,141302,145300
DEV_01703,Apple,MacBook Pro 14,194900,2021,2023,16,1,OVR001,Overheating,0,0,0,0,1,8,8.0,2000,1.84,F,159168,92700
DEV_01704,Dell,Inspiron 15,54990,2021,2023,22,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.14,A,42159,41800
DEV_01705,OnePlus,OnePlus 10 Pro,66999,2022,2021,47,1,HNG001,Broken Hinge,0,0,0,1,0,7,7.0,3500,3.25,D,37407,22900
DEV_01706,Apple,iPhone SE,42500,2020,2021,47,1,CAM001,Camera Defect,0,0,0,0,0,5,5.0,3000,5.3,C,23729,17700
DEV_01707,Lenovo,IdeaPad Slim 3,42990,2021,2022,30,1,BAT001,Battery Drain,0,0,1,0,0,6,6.0,2500,3.53,D,30092,19700
DEV_01708,Apple,iPhone 14 Pro,129900,2022,2023,22,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.79,A,99589,103700
DEV_01709,OnePlus,OnePlus Nord 3,33999,2023,2021,47,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.96,A,18982,18800
DEV_01710,Apple,iPhone 14 Pro,129900,2022,2024,9,2,"BTN001,CAM001","Button Damage,Camera Defect",0,0,0,1,0,8,4.0,4000,6.19,C,115286,82400
DEV_01711,HP,EliteBook 840,95990,2022,2021,37,2,"AUD001,WTR001","Audio Issues,Water Damage",0,1,0,0,1,14,7.0,9500,3.19,D,61593,18100
DEV_01712,Lenovo,IdeaPad Slim 3,42990,2021,2024,8,2,"CAM001,BTN001","Camera Defect,Button Damage",0,0,0,1,0,8,4.0,4000,6.24,C,38691,26200
DEV_01713,Samsung,Galaxy A54,38999,2023,2022,29,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.25,A,27624,25800
DEV_01714,OnePlus,OnePlus 10 Pro,66999,2022,2023,19,1,HNG001,Broken Hinge,0,0,0,1,0,7,7.0,3500,2.81,F,53040,31900
DEV_01715,Samsung,Galaxy Note 20,79999,2020,2024,2,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.05,A,77999,78000
DEV_01716,Samsung,Galaxy Book2 360,109990,2022,2022,33,3,"BAT002,CHG001,OVR001","Battery Swelling,Charging Port Issue,Overheating",0,0,1,0,1,23,7.67,6500,2.73,F,74243,18600
DEV_01717,Apple,iPhone SE,42500,2020,2022,31,1,AUD001,Audio Issues,0,0,0,0,0,4,4.0,1500,5.77,C,29395,22800
DEV_01718,Dell,Latitude 5420,75990,2021,2023,16,2,"DSP001,PHY001","Display Flickering,Physical Dent",1,0,0,1,0,10,5.0,5500,4.62,D,62058,36400
DEV_01719,Samsung,Galaxy Note 20,79999,2020,2022,28,3,"WTR001,CAM001,BTN001","Water Damage,Camera Defect,Button Damage",0,1,0,1,1,18,6.0,12000,4.36,D,57332,14400
DEV_01720,HP,EliteBook 840,95990,2022,2023,18,3,"HNG001,DSP001,SCR002","Broken Hinge,Display Flickering,Screen Scratch",1,0,0,1,0,16,5.33,7000,4.58,D,76792,36600
DEV_01721,OnePlus,OnePlus Nord 3,33999,2023,2022,33,1,WTR001,Water Damage,0,1,0,0,1,10,10.0,8000,0.25,F,22949,6200
DEV_01722,Apple,iPhone 12,65900,2020,2023,19,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.6,A,52170,49300
DEV_01723,Samsung,Galaxy Book2 360,109990,2022,2023,14,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.25,A,91658,85900
DEV_01724,OnePlus,OnePlus 11,56999,2023,2022,27,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.37,A,41324,40000
DEV_01725,Lenovo,IdeaPad Slim 3,42990,2021,2021,38,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.31,A,27227,27100
DEV_01726,Samsung,Galaxy A54,38999,2023,2021,47,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.92,A,21774,22100
DEV_01727,Samsung,Galaxy Book2 360,109990,2022,2023,22,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.91,A,84325,83600
DEV_01728,HP,EliteBook 840,95990,2022,2021,40,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.93,A,59193,58600
DEV_01729,HP,Pavilion 15,58990,2022,2024,4,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.14,A,56040,53600
DEV_01730,Lenovo,IdeaPad Slim 3,42990,2021,2022,35,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.0,A,28301,28700
DEV_01731,Dell,Latitude 5420,75990,2021,2021,37,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.33,A,48760,49300
DEV_01732,Lenovo,ThinkPad X1,124990,2022,2023,23,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.16,A,94784,90300
DEV_01733,Samsung,Galaxy Book Pro,89990,2021,2021,45,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.36,A,51744,49600
DEV_01734,Apple,iPhone 11,54900,2019,2024,2,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.92,A,53527,52800
DEV_01735,HP,Envy 13,84990,2021,2022,27,1,BAT002,Battery Swelling,0,0,1,0,1,10,10.0,3000,0.0,F,61617,21600
DEV_01736,Samsung,Galaxy Note 20,79999,2020,2021,40,1,SCR001,Cracked Screen,1,0,0,0,1,9,9.0,4000,0.55,F,49332,23400
DEV_01737,OnePlus,OnePlus Nord 3,33999,2023,2024,5,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.48,A,31874,30200
DEV_01738,Dell,Inspiron 15,54990,2021,2023,16,2,"CAM001,SCR001","Camera Defect,Cracked Screen",1,0,0,0,1,14,7.0,7000,2.57,F,44908,18800
DEV_01739,HP,Pavilion 15,58990,2022,2024,11,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.39,A,50878,48200
DEV_01740,HP,EliteBook 840,95990,2022,2022,26,1,DSP001,Display Flickering,1,0,0,0,0,6,6.0,3500,4.1,D,70392,46800
DEV_01741,Lenovo,IdeaPad Slim 3,42990,2021,2024,10,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.57,A,37616,37600
DEV_01742,Apple,iPhone 13,79900,2021,2022,31,1,HNG001,Broken Hinge,0,0,0,1,0,7,7.0,3500,2.92,F,55264,35400
DEV_01743,Apple,iPhone 13,79900,2021,2021,39,1,DSP001,Display Flickering,1,0,0,0,0,6,6.0,3500,3.66,D,49937,33100
DEV_01744,HP,Envy 13,84990,2021,2022,35,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.17,A,55951,54200
